Cancer_Type,Gene,Comparison,Interacting_Protein,P_Value
Ovarian,KRAS,HSD17B2_transcriptomics,False,1.867287190162708e-14
Ovarian,KRAS,TRIM43B_transcriptomics,False,2.3529117105695045e-14
Ovarian,KRAS,UBTFL1_transcriptomics,False,2.5849942730408053e-14
Ovarian,KRAS,SH3RF2_transcriptomics,False,3.316504492268319e-14
Ovarian,KRAS,LINC01245_transcriptomics,False,5.847498522360759e-14
Ovarian,KRAS,LOC102724484_transcriptomics,False,6.012534219997793e-14
Ovarian,KRAS,RHAG_transcriptomics,False,6.83914857495556e-14
Ovarian,KRAS,ENPP3_transcriptomics,False,7.207028373619818e-14
Ovarian,KRAS,LRRC26_transcriptomics,False,8.86316680034676e-14
Ovarian,KRAS,SERPINA3_transcriptomics,False,1.0042764892030788e-13
Ovarian,KRAS,ARMS2_transcriptomics,False,1.298130597671514e-13
Ovarian,KRAS,C10orf71_transcriptomics,False,1.3094244038821697e-13
Ovarian,KRAS,PRAMEF20_transcriptomics,False,1.761096919279094e-13
Ovarian,KRAS,RING1_transcriptomics,False,2.2005936160201137e-13
Ovarian,KRAS,KHDC1L_transcriptomics,False,2.4365209161926567e-13
Ovarian,KRAS,STX18_transcriptomics,False,2.4996983980599744e-13
Ovarian,KRAS,HLA-DPB1_transcriptomics,False,3.606860579244946e-13
Ovarian,KRAS,GPHB5_transcriptomics,False,3.8565295488568015e-13
Ovarian,KRAS,PEBP4_transcriptomics,False,4.4601174567322394e-13
Ovarian,KRAS,KRT37_transcriptomics,False,7.475577039104984e-13
Ovarian,KRAS,CAPN6_transcriptomics,False,9.201681364747125e-13
Ovarian,KRAS,TRIM43_transcriptomics,False,9.788057456022584e-13
Ovarian,KRAS,REPS2_transcriptomics,False,1.0426438038025972e-12
Ovarian,KRAS,FGF14_transcriptomics,False,1.2376281661356963e-12
Ovarian,KRAS,SULT2B1_transcriptomics,False,1.2945910463011874e-12
Ovarian,KRAS,DIO3_transcriptomics,False,2.1454473175778626e-12
Ovarian,KRAS,ANAPC4_transcriptomics,False,2.1634606299753647e-12
Ovarian,KRAS,SGCB_transcriptomics,False,2.432528905590373e-12
Ovarian,KRAS,ADAMTS8_transcriptomics,False,3.0589462163584783e-12
Ovarian,KRAS,DUXA_transcriptomics,False,3.4104309284730347e-12
Ovarian,KRAS,LOC101929551_transcriptomics,False,4.491499163026124e-12
Ovarian,KRAS,ITGA10_transcriptomics,False,5.144058677698722e-12
Ovarian,KRAS,PGR_transcriptomics,False,5.523588698797504e-12
Ovarian,KRAS,HMX3_transcriptomics,False,5.951427855885559e-12
Ovarian,KRAS,CPD_transcriptomics,False,6.351624470705675e-12
Ovarian,KRAS,C3orf27_transcriptomics,False,7.699885712771384e-12
Ovarian,KRAS,SCGB2A1_transcriptomics,False,1.1027610627135537e-11
Ovarian,KRAS,RUNDC3B_transcriptomics,False,1.1501494588890322e-11
Ovarian,KRAS,RNF186_transcriptomics,False,1.308895973033166e-11
Ovarian,KRAS,SPDEF_transcriptomics,False,1.317483418128633e-11
Ovarian,KRAS,RXFP1_transcriptomics,False,1.7222230369098114e-11
Ovarian,KRAS,PDZK1_transcriptomics,False,1.9534003622832014e-11
Ovarian,KRAS,MIR5087_transcriptomics,False,4.325482621662074e-11
Ovarian,KRAS,LCN6_transcriptomics,False,6.173536929344353e-11
Ovarian,KRAS,CDK20_transcriptomics,False,7.67659624848872e-11
Ovarian,KRAS,ANO1_transcriptomics,False,8.200457159685502e-11
Ovarian,KRAS,NLRP5_transcriptomics,False,1.0836135510582179e-10
Ovarian,KRAS,RASD1_transcriptomics,False,1.1340320522206554e-10
Ovarian,KRAS,DAND5_transcriptomics,False,1.2199891096585728e-10
Ovarian,KRAS,ZNF705A_transcriptomics,False,1.8912557770682025e-10
Ovarian,KRAS,GPR78_transcriptomics,False,1.9639505432967528e-10
Ovarian,KRAS,SNX30_transcriptomics,False,2.3984860272513244e-10
Ovarian,KRAS,SEMA3G_transcriptomics,False,2.420691224549266e-10
Ovarian,KRAS,DKFZP434L187_transcriptomics,False,2.527434241980891e-10
Ovarian,KRAS,WDR64_transcriptomics,False,3.345459486453215e-10
Ovarian,KRAS,PLIN3_transcriptomics,False,3.944082644662472e-10
Ovarian,KRAS,RBBP7_transcriptomics,False,4.4650152002062415e-10
Ovarian,KRAS,C1orf137_transcriptomics,False,5.026730699067153e-10
Ovarian,KRAS,LINC00298_transcriptomics,False,5.740429253155813e-10
Ovarian,KRAS,STEAP4_transcriptomics,False,6.004359898183247e-10
Ovarian,KRAS,TMEM210_transcriptomics,False,6.044168738159428e-10
Ovarian,KRAS,C9orf152_transcriptomics,False,9.723950361813615e-10
Ovarian,KRAS,C9orf91_transcriptomics,False,9.746671910564627e-10
Ovarian,KRAS,ANKRD20A12P_transcriptomics,False,1.1932690596842175e-09
Ovarian,KRAS,GMCL1P1_transcriptomics,False,1.2446375365204937e-09
Ovarian,KRAS,LINC00160_transcriptomics,False,1.562554153969052e-09
Ovarian,KRAS,LOC101927334_transcriptomics,False,1.852976539008611e-09
Ovarian,KRAS,TTR_transcriptomics,False,2.010624616522042e-09
Ovarian,KRAS,PIGR_transcriptomics,False,2.4358220143599144e-09
Ovarian,KRAS,MIR5008_transcriptomics,False,2.5750206777952078e-09
Ovarian,KRAS,CRYL1_transcriptomics,False,2.6210390510791874e-09
Ovarian,KRAS,CAMP_transcriptomics,False,2.6560907212951063e-09
Ovarian,KRAS,LOC101929241_transcriptomics,False,2.7321325617089642e-09
Ovarian,KRAS,C8B_transcriptomics,False,4.943573161845973e-09
Ovarian,KRAS,FAM189A2_transcriptomics,False,5.383315368733659e-09
Ovarian,KRAS,SLC43A1_transcriptomics,False,5.633601897854342e-09
Ovarian,KRAS,SERINC2_transcriptomics,False,5.783602635287866e-09
Ovarian,KRAS,SEC14L3_transcriptomics,False,5.877709591132783e-09
Ovarian,KRAS,ST6GALNAC1_transcriptomics,False,7.0315271826289296e-09
Ovarian,KRAS,HES2_transcriptomics,False,7.210334699743604e-09
Ovarian,KRAS,CTRB2_transcriptomics,False,8.54012233104583e-09
Ovarian,KRAS,XBP1_transcriptomics,False,1.096453914224506e-08
Ovarian,KRAS,RFPL4B_transcriptomics,False,1.825698867068406e-08
Ovarian,KRAS,SNORD90_transcriptomics,False,1.9148031085601865e-08
Ovarian,KRAS,UGT8_transcriptomics,False,2.4156918774358873e-08
Ovarian,KRAS,SLC17A8_transcriptomics,False,2.4198168783862448e-08
Ovarian,KRAS,SERPINA5_transcriptomics,False,2.624761764565747e-08
Ovarian,KRAS,DLGAP1-AS5_transcriptomics,False,2.9194515270796842e-08
Ovarian,KRAS,CHST3_transcriptomics,False,3.0235580909265065e-08
Ovarian,KRAS,PLD5_transcriptomics,False,4.145551824728186e-08
Ovarian,KRAS,FAM83A-AS1_transcriptomics,False,4.487891322692104e-08
Ovarian,KRAS,SPINK4_transcriptomics,False,4.703680604954876e-08
Ovarian,KRAS,HMGCR_transcriptomics,False,4.709296462113875e-08
Ovarian,KRAS,PRAMEF4_transcriptomics,False,4.864186394767973e-08
Ovarian,KRAS,MAST4_transcriptomics,False,5.190129035026488e-08
Ovarian,KRAS,CREB3L1_transcriptomics,False,5.566461112991114e-08
Ovarian,KRAS,TMEM236_transcriptomics,False,5.6789621869236377e-08
Ovarian,KRAS,TMED6_transcriptomics,False,5.727745121394515e-08
Ovarian,KRAS,ATOH8_transcriptomics,False,6.077012592349434e-08
Ovarian,KRAS,TRIM64C_transcriptomics,False,6.155418682872695e-08
Ovarian,KRAS,MEI4_transcriptomics,False,7.135180532258285e-08
Ovarian,KRAS,SORD_transcriptomics,False,7.295528304574371e-08
Ovarian,KRAS,PAPSS1_transcriptomics,False,7.697713476220213e-08
Ovarian,KRAS,NKX2-2_transcriptomics,False,7.903834348665604e-08
Ovarian,KRAS,SLC45A2_transcriptomics,False,8.718237319847362e-08
Ovarian,KRAS,TSHZ1_transcriptomics,False,9.198366629543484e-08
Ovarian,KRAS,MEGF9_transcriptomics,False,9.569257689375867e-08
Ovarian,KRAS,C5orf66-AS2_transcriptomics,False,9.915824954981292e-08
Ovarian,KRAS,CDC42SE2_transcriptomics,False,1.0417514004077011e-07
Ovarian,KRAS,GJD3_transcriptomics,False,1.1061739526088602e-07
Ovarian,KRAS,LY86-AS1_transcriptomics,False,1.2503839915214676e-07
Ovarian,KRAS,RXRB_transcriptomics,False,1.3353933125260285e-07
Ovarian,KRAS,KBTBD11_transcriptomics,False,1.3751369497658401e-07
Ovarian,KRAS,LCE1E_transcriptomics,False,1.3840280187593826e-07
Ovarian,KRAS,IL13_transcriptomics,False,1.5913392389805552e-07
Ovarian,KRAS,LINC00400_transcriptomics,False,1.8394248292555337e-07
Ovarian,KRAS,KMO_transcriptomics,False,2.1004460948925892e-07
Ovarian,KRAS,LINC00645_transcriptomics,False,2.2155623341671567e-07
Ovarian,KRAS,ENTPD3_transcriptomics,False,2.309735091370141e-07
Ovarian,KRAS,GCNT4_transcriptomics,False,2.3259118881074409e-07
Ovarian,KRAS,USP43_transcriptomics,False,2.608238665187151e-07
Ovarian,KRAS,DIO3OS_transcriptomics,False,3.0592415932027827e-07
Ovarian,KRAS,C5AR2_transcriptomics,False,3.21412753890626e-07
Ovarian,KRAS,KRT2_transcriptomics,False,3.436929445359347e-07
Ovarian,KRAS,IL2_transcriptomics,False,3.5894750595790953e-07
Ovarian,KRAS,VAX1_transcriptomics,False,3.605150575167787e-07
Ovarian,KRAS,TLX1_transcriptomics,False,3.685198499272477e-07
Ovarian,KRAS,PGAP2_transcriptomics,False,3.985873454198021e-07
Ovarian,KRAS,LOC101927446_transcriptomics,False,4.6571970043434715e-07
Ovarian,KRAS,PTCHD4_transcriptomics,False,4.814934285384005e-07
Ovarian,KRAS,GCNT3_transcriptomics,False,5.19039927363311e-07
Ovarian,KRAS,SLC5A9_transcriptomics,False,5.308594267556535e-07
Ovarian,KRAS,LOC646938_transcriptomics,False,5.491268262959604e-07
Ovarian,KRAS,CTRB1_transcriptomics,False,5.514971737602964e-07
Ovarian,KRAS,SNORD115-46_transcriptomics,False,5.8890799245333e-07
Ovarian,KRAS,DUOXA1_transcriptomics,False,6.054335682086528e-07
Ovarian,KRAS,ITGA6_transcriptomics,False,6.228505286497309e-07
Ovarian,KRAS,UHRF1_transcriptomics,False,6.659444776458633e-07
Ovarian,KRAS,TMEM144_transcriptomics,False,6.823604036743098e-07
Ovarian,KRAS,PSMB8_transcriptomics,False,7.713736529082981e-07
Ovarian,KRAS,MYO3A_transcriptomics,False,7.901196898966302e-07
Ovarian,KRAS,CYP2C9_transcriptomics,False,8.527977098284777e-07
Ovarian,KRAS,KCNK6_transcriptomics,False,9.19317520720636e-07
Ovarian,KRAS,DQX1_transcriptomics,False,1.0092863258174542e-06
Ovarian,KRAS,SCGB3A1_transcriptomics,False,1.050846616302113e-06
Ovarian,KRAS,ARSA_transcriptomics,False,1.0519253986132187e-06
Ovarian,KRAS,RANBP17_transcriptomics,False,1.0543933090252407e-06
Ovarian,KRAS,SLC15A2_transcriptomics,False,1.1636585240827914e-06
Ovarian,KRAS,LOC101928766_transcriptomics,False,1.1641309952767959e-06
Ovarian,KRAS,ARHGAP26_transcriptomics,False,1.2482850652792328e-06
Ovarian,KRAS,TRHR_transcriptomics,False,1.2796851266118462e-06
Ovarian,KRAS,DEGS2_transcriptomics,False,1.3528182841608414e-06
Ovarian,KRAS,METTL21EP_transcriptomics,False,1.509688886621849e-06
Ovarian,KRAS,IHH_transcriptomics,False,1.5842929680832304e-06
Ovarian,KRAS,LRP5L_transcriptomics,False,1.8444687720472285e-06
Ovarian,KRAS,MTNR1B_transcriptomics,False,1.8735427407793323e-06
Ovarian,KRAS,MCM5_transcriptomics,False,2.096628465566652e-06
Endometrial,KRAS,RAF1-T330_phosphoproteomics,True,8.432130253965029e-06
Endometrial,KRAS,ARAF-S260_phosphoproteomics,True,2.1417383722421227e-05
Endometrial,KRAS,DTNBP1-S297_phosphoproteomics,False,1.2394890112738496e-09
Endometrial,KRAS,IGF2R-S2479_phosphoproteomics,False,3.5483712206230038e-09
Endometrial,KRAS,DTNBP1-S300_phosphoproteomics,False,6.909003604080678e-09
Endometrial,KRAS,TPR-S1662_phosphoproteomics,False,1.3833047824001804e-08
Endometrial,KRAS,PLEKHS1-S185_phosphoproteomics,False,2.395488512391708e-08
Endometrial,KRAS,LRRFIP1-S300_phosphoproteomics,False,3.795855795267687e-08
Endometrial,KRAS,KRT8-Y38_phosphoproteomics,False,1.3621503422854664e-07
Endometrial,KRAS,KRT8-S63_phosphoproteomics,False,3.383254618261786e-07
Endometrial,KRAS,PLEC-S4408_phosphoproteomics,False,3.4498814493058466e-07
Endometrial,KRAS,MACF1-S1377_phosphoproteomics,False,3.491277973933771e-07
Endometrial,KRAS,HDGF-S130_phosphoproteomics,False,3.878631679420229e-07
Endometrial,KRAS,PRKAA1-S521_phosphoproteomics,False,4.4228076021777923e-07
Endometrial,KRAS,ARHGEF18-S1160_phosphoproteomics,False,5.7615352160774e-07
Endometrial,KRAS,IVNS1ABP-S269_phosphoproteomics,False,6.137178618697825e-07
Endometrial,KRAS,TNRC6B-S803_phosphoproteomics,False,6.748903169680951e-07
Endometrial,FSIP2,ZMIZ1_proteomics,True,0.0003252522036324897
Endometrial,FSIP2,CMAS_proteomics,False,2.3552039301219397e-06
Endometrial,FSIP2,VPS8_proteomics,False,3.7213657089512915e-06
Colon,FSIP2,PRDX5_proteomics,False,5.698865245327015e-06
Endometrial,FSIP2,ROPN1_transcriptomics,True,0.0012779864025009113
Colon,FSIP2,METAP1D_transcriptomics,True,0.0003018147692516159
Endometrial,FSIP2,LTBP4_transcriptomics,False,1.2454438104212878e-06
Colon,FSIP2,NR1I2_transcriptomics,False,1.0036267555644988e-08
Colon,FSIP2,CXCL14_transcriptomics,False,1.0837633471451504e-08
Colon,FSIP2,A1CF_transcriptomics,False,1.2285447244358956e-08
Colon,FSIP2,MOGAT3_transcriptomics,False,3.569567885192454e-08
Colon,FSIP2,PLA2R1_transcriptomics,False,4.227185819382044e-08
Colon,FSIP2,CYP2B6_transcriptomics,False,7.609309019600867e-08
Colon,FSIP2,SLC39A5_transcriptomics,False,8.356187088484468e-08
Colon,FSIP2,PRAP1_transcriptomics,False,9.341431990297145e-08
Colon,FSIP2,TCF7_transcriptomics,False,1.597422605860786e-07
Colon,FSIP2,SGK2_transcriptomics,False,1.6478366233743473e-07
Colon,FSIP2,JADE1_transcriptomics,False,2.013728029165072e-07
Colon,FSIP2,TYMS_transcriptomics,False,2.0790743944734755e-07
Colon,FSIP2,SLC3A1_transcriptomics,False,3.3977949691435906e-07
Colon,FSIP2,LY6G6D_transcriptomics,False,3.8610558856494063e-07
Colon,FSIP2,PLA2G4F_transcriptomics,False,4.6784497860860216e-07
Colon,FSIP2,LINC01560_transcriptomics,False,4.918297445740786e-07
Colon,FSIP2,DUSP4_transcriptomics,False,6.523569955576906e-07
Colon,FSIP2,CTTNBP2_transcriptomics,False,6.909268661937242e-07
Colon,FSIP2,PPP1R14D_transcriptomics,False,7.413238488414163e-07
Colon,FSIP2,NASP_transcriptomics,False,8.309954120285279e-07
Colon,FSIP2,RUBCNL_transcriptomics,False,9.578889614921734e-07
Colon,FSIP2,ACE2_transcriptomics,False,1.894978857711049e-06
Colon,FSIP2,RTTN_transcriptomics,False,2.1014764974060328e-06
Colon,FSIP2,SSUH2_transcriptomics,False,2.117384562362458e-06
Colon,FSIP2,TNNC2_transcriptomics,False,2.2939590562429715e-06
Colon,FSIP2,LINC00526_transcriptomics,False,2.3592677197436254e-06
Colon,FSIP2,IYD_transcriptomics,False,2.9309603011058485e-06
Colon,FSIP2,MAPK12_transcriptomics,False,2.9471362231193227e-06
Colon,FSIP2,ADNP2_transcriptomics,False,3.279001355052341e-06
Colon,FSIP2,RBFA_transcriptomics,False,3.4620605420168594e-06
Colon,FSIP2,PHOSPHO2_transcriptomics,False,3.499229505921591e-06
Colon,FSIP2,TINAG_transcriptomics,False,3.6992202183640962e-06
Ovarian,FSIP2,RASD1_transcriptomics,False,2.81109056653911e-07
Ovarian,FSIP2,C5orf27_transcriptomics,False,8.568228349313718e-07
Ovarian,FSIP2,MTNR1B_transcriptomics,False,1.9288251312801763e-06
Endometrial,FSIP2,LMNA-K270_acetylproteomics,False,1.482695394943941e-06
Endometrial,FSIP2,LMNA-K208_acetylproteomics,False,2.169349969107321e-06
Endometrial,FSIP2,HARS2-K58_acetylproteomics,False,2.935022926554645e-06
Endometrial,FSIP2,ALB-K183_acetylproteomics,False,3.5674508043231558e-06
Colon,MUC16,MCM2_proteomics,True,0.0006213694633246927
Endometrial,MUC16,ZNF362_proteomics,False,3.2261848543011452e-06
Colon,MUC16,HSPA4L_proteomics,False,1.7271726734026856e-06
Colon,MUC16,CEACAM5_proteomics,False,2.8233227351258176e-06
Colon,MUC16,SMCHD1_proteomics,False,3.6420119865499375e-06
Colon,MUC16,TRMT2A_proteomics,False,5.525206977644088e-06
Endometrial,MUC16,MUC20_transcriptomics,True,0.0010273942732850878
Colon,MUC16,MUC20_transcriptomics,True,0.0003071679927880333
Endometrial,MUC16,ERP27_transcriptomics,False,7.38415960085621e-08
Endometrial,MUC16,NUP188_transcriptomics,False,7.327036788112388e-07
Endometrial,MUC16,SFXN1_transcriptomics,False,1.40970300101605e-06
Endometrial,MUC16,HIST1H3H_transcriptomics,False,1.4333668093610104e-06
Colon,MUC16,ZNF345_transcriptomics,False,3.472128089331899e-08
Colon,MUC16,LY6G6D_transcriptomics,False,4.088974890872482e-08
Colon,MUC16,TYMS_transcriptomics,False,1.043829746803215e-07
Colon,MUC16,SPATA25_transcriptomics,False,3.899707223725388e-07
Colon,MUC16,TNNC2_transcriptomics,False,3.989027861002214e-07
Colon,MUC16,PXMP4_transcriptomics,False,1.1376320355612137e-06
Colon,MUC16,LINC01560_transcriptomics,False,2.074686754773527e-06
Endometrial,MUC16,HARS2-K58_acetylproteomics,False,2.935022926554645e-06
Colon,MUC17,CAPN13_transcriptomics,False,3.900875119065982e-08
Colon,MUC17,PAIP2B_transcriptomics,False,1.150385351087403e-06
Endometrial,MUC4,NF1_proteomics,False,5.948002744642168e-07
Endometrial,MUC4,TAF9_proteomics,False,1.1573776599495585e-06
Endometrial,MUC4,WDR4_proteomics,False,3.416198460985637e-06
Colon,MUC4,RPL22L1_proteomics,False,6.41396845738791e-07
Endometrial,MUC4,MIR4640_transcriptomics,False,8.929467769776578e-08
Endometrial,MUC4,SNORD32A_transcriptomics,False,1.802401793952096e-07
Endometrial,MUC4,CDRT8_transcriptomics,False,4.033316775108297e-07
Endometrial,MUC4,OR5B17_transcriptomics,False,1.0320022525002993e-06
Colon,MUC4,SUPT4H1_transcriptomics,False,1.4653048181240182e-06
Ovarian,MUC4,LMBR1L_transcriptomics,False,1.031719719657122e-06
Endometrial,MUC4,PJA1-S365_phosphoproteomics,False,2.849520383038077e-07
Colon,MUC5B,PCK2_proteomics,True,1.136849691525057e-05
Colon,MUC5B,MRE11_proteomics,False,1.1440449483084914e-10
Colon,MUC5B,GPX2_proteomics,False,5.988005559593096e-10
Colon,MUC5B,ANP32E_proteomics,False,3.0425034522074407e-09
Colon,MUC5B,KRT20_proteomics,False,3.969811020780834e-09
Colon,MUC5B,RAD50_proteomics,False,9.817990596718724e-09
Colon,MUC5B,PRDX5_proteomics,False,5.077904736144945e-08
Colon,MUC5B,ARHGEF2_proteomics,False,7.919124398704847e-08
Colon,MUC5B,NFKB2_proteomics,False,1.471186531492605e-07
Colon,MUC5B,MRPS31_proteomics,False,3.7905788168608435e-07
Colon,MUC5B,PCSK9_proteomics,False,4.4055334059876357e-07
Colon,MUC5B,HNF4A_proteomics,False,6.761123017630671e-07
Colon,MUC5B,VTN_proteomics,False,8.848483689333622e-07
Colon,MUC5B,MYO15B_proteomics,False,9.027893900759451e-07
Colon,MUC5B,NUBPL_proteomics,False,9.960364949810273e-07
Colon,MUC5B,FUNDC1_proteomics,False,1.0255020782879187e-06
Colon,MUC5B,ACSL5_proteomics,False,1.2892723275297748e-06
Colon,MUC5B,ACE2_proteomics,False,1.3326483127022855e-06
Colon,MUC5B,GALNT1_proteomics,False,1.374054654757472e-06
Colon,MUC5B,A1CF_proteomics,False,1.5035801712564285e-06
Colon,MUC5B,TFCP2L1_proteomics,False,1.6669012594414214e-06
Colon,MUC5B,SLC16A3_proteomics,False,2.2628953073637697e-06
Colon,MUC5B,PLA2G4A_proteomics,False,2.3202621591484558e-06
Colon,MUC5B,AIFM1_proteomics,False,2.482703304097596e-06
Colon,MUC5B,GYS1_proteomics,False,2.763099870498429e-06
Colon,MUC5B,ENGASE_proteomics,False,2.7944021201432828e-06
Colon,MUC5B,PKM_proteomics,False,3.0854043080840037e-06
Colon,MUC5B,SMCHD1_proteomics,False,3.1795211625452174e-06
Colon,MUC5B,ARHGEF1_proteomics,False,3.8029872076334715e-06
Colon,MUC5B,C8A_proteomics,False,4.0313193275127575e-06
Colon,MUC5B,ALDH2_proteomics,False,4.510004206853913e-06
Colon,MUC5B,F9_proteomics,False,4.895849979581375e-06
Colon,MUC5B,VAPB_proteomics,False,4.916238748266623e-06
Colon,MUC5B,SSFA2_proteomics,False,4.9891026898749115e-06
Colon,MUC5B,MMS19_proteomics,False,5.148296360139335e-06
Colon,MUC5B,CFHR5_proteomics,False,5.171753742055454e-06
Colon,MUC5B,C7_proteomics,False,5.632117917511945e-06
Colon,MUC5B,RIDA_proteomics,False,6.1711263970295615e-06
Colon,MUC5B,MUC20_transcriptomics,True,4.319530374709825e-06
Colon,MUC5B,FRMD1_transcriptomics,True,1.3401570484794176e-05
Colon,MUC5B,ST6GAL1_transcriptomics,True,6.72547053425791e-05
Colon,MUC5B,MUC12_transcriptomics,True,0.00011081665689741863
Colon,MUC5B,ST6GALNAC2_transcriptomics,True,0.0006152778572175004
Endometrial,MUC5B,FAM86HP_transcriptomics,False,1.094390407023974e-06
Colon,MUC5B,GPX2_transcriptomics,False,1.7580012529248374e-10
Colon,MUC5B,POU5F1B_transcriptomics,False,4.688793872366433e-10
Colon,MUC5B,RUBCNL_transcriptomics,False,1.5416039954496951e-09
Colon,MUC5B,ATP10B_transcriptomics,False,3.068561943953891e-09
Colon,MUC5B,NUBPL_transcriptomics,False,3.884908306489183e-09
Colon,MUC5B,CEACAM5_transcriptomics,False,6.870982213060319e-09
Colon,MUC5B,CEACAM6_transcriptomics,False,9.942373049174669e-09
Colon,MUC5B,ADNP2_transcriptomics,False,1.1557368109698964e-08
Colon,MUC5B,DLGAP1-AS2_transcriptomics,False,1.2213127950729656e-08
Colon,MUC5B,TOR1AIP2_transcriptomics,False,1.2755995630817144e-08
Colon,MUC5B,GRM8_transcriptomics,False,1.85140890962541e-08
Colon,MUC5B,LY6G6D_transcriptomics,False,2.788723008339303e-08
Colon,MUC5B,CCSAP_transcriptomics,False,3.18064255289893e-08
Colon,MUC5B,EPDR1_transcriptomics,False,3.808045189560999e-08
Colon,MUC5B,ACE2_transcriptomics,False,4.3768836072086356e-08
Colon,MUC5B,NR1I2_transcriptomics,False,4.771505878240704e-08
Colon,MUC5B,MAPK12_transcriptomics,False,5.517810110705661e-08
Colon,MUC5B,CASC21_transcriptomics,False,5.951665732284207e-08
Colon,MUC5B,LINC00513_transcriptomics,False,9.176024133863556e-08
Colon,MUC5B,GPR143_transcriptomics,False,1.0718997596229199e-07
Colon,MUC5B,PIAS2_transcriptomics,False,1.2641595993332514e-07
Colon,MUC5B,LINC01560_transcriptomics,False,1.5141424097993634e-07
Colon,MUC5B,THUMPD3-AS1_transcriptomics,False,1.6895763975022294e-07
Colon,MUC5B,SLC25A13_transcriptomics,False,1.8645438168466032e-07
Colon,MUC5B,CXXC1_transcriptomics,False,2.0884440649017546e-07
Colon,MUC5B,TNNC2_transcriptomics,False,2.443947242577787e-07
Colon,MUC5B,TDGF1_transcriptomics,False,2.727110851988661e-07
Colon,MUC5B,CFTR_transcriptomics,False,2.870299634566229e-07
Colon,MUC5B,CTTNBP2_transcriptomics,False,3.0821511836283754e-07
Colon,MUC5B,TSPAN6_transcriptomics,False,3.7189900462957e-07
Colon,MUC5B,NUDT7_transcriptomics,False,3.823712453104925e-07
Colon,MUC5B,PLA2G4A_transcriptomics,False,3.92363616701632e-07
Colon,MUC5B,LPCAT1_transcriptomics,False,4.499565096671483e-07
Colon,MUC5B,ANP32E_transcriptomics,False,5.041032576804993e-07
Colon,MUC5B,NOX1_transcriptomics,False,5.888151223219221e-07
Colon,MUC5B,SHROOM4_transcriptomics,False,6.828909044069757e-07
Colon,MUC5B,CCAT1_transcriptomics,False,7.921608973153444e-07
Colon,MUC5B,RPS6KA6_transcriptomics,False,8.108066957045861e-07
Colon,MUC5B,GJB1_transcriptomics,False,9.587176397236441e-07
Colon,MUC5B,SMAP1_transcriptomics,False,1.0435191544628932e-06
Colon,MUC5B,ILDR1_transcriptomics,False,1.0496663692547966e-06
Colon,MUC5B,KDSR_transcriptomics,False,1.1479083677936695e-06
Colon,MUC5B,SKA1_transcriptomics,False,1.1693775535642215e-06
Colon,MUC5B,KRT20_transcriptomics,False,1.1729836290091141e-06
Colon,MUC5B,SLC19A3_transcriptomics,False,1.1903203146329082e-06
Colon,MUC5B,CDHR1_transcriptomics,False,1.1965883679522437e-06
Colon,MUC5B,ARHGAP10_transcriptomics,False,1.2116462240052477e-06
Colon,MUC5B,MRE11_transcriptomics,False,1.4034036064239948e-06
Colon,MUC5B,PIGX_transcriptomics,False,1.4183771383950158e-06
Colon,MUC5B,MBP_transcriptomics,False,1.5460440075794942e-06
Colon,MUC5B,MYZAP_transcriptomics,False,1.5610007590636292e-06
Colon,MUC5B,PRAP1_transcriptomics,False,1.6929210449708544e-06
Colon,MUC5B,SEMA5A_transcriptomics,False,1.824960705909177e-06
Colon,MUC5B,THRAP3_transcriptomics,False,2.186982865576402e-06
Colon,MUC5B,MLH1_transcriptomics,False,2.2701860096861978e-06
Colon,MUC5B,DDX27_transcriptomics,False,2.290636696987815e-06
Colon,MUC5B,LMNA_transcriptomics,False,2.326657700308713e-06
Colon,MUC5B,SLC3A1_transcriptomics,False,2.4219825077984984e-06
Colon,MUC5B,LIN54_transcriptomics,False,2.5535190588254053e-06
Colon,MUC5B,IER5_transcriptomics,False,2.572737057393716e-06
Colon,MUC5B,RAC3_transcriptomics,False,2.7027997388248867e-06
Colon,MUC5B,KIF14_transcriptomics,False,2.7278882345686662e-06
Colon,MUC5B,GUCY2C_transcriptomics,False,2.7361747382285776e-06
Colon,MUC5B,SOCS6_transcriptomics,False,2.843641252259828e-06
Colon,MUC5B,VAPB_transcriptomics,False,2.907669156628108e-06
Colon,MUC5B,QPRT_transcriptomics,False,2.953794706464293e-06
Colon,MUC5B,ATP9A_transcriptomics,False,2.977993997001845e-06
Colon,MUC5B,CRAT8_transcriptomics,False,3.1962942501119264e-06
Colon,MUC5B,TYMS_transcriptomics,False,3.330010000106585e-06
Colon,MUC5B,CXorf23_transcriptomics,False,3.369104426876457e-06
Colon,MUC5B,SPATA25_transcriptomics,False,3.383984638016392e-06
Colon,MUC5B,POFUT1_transcriptomics,False,3.5060518273315973e-06
Colon,MUC5B,AAR2_transcriptomics,False,3.5220567427887085e-06
Colon,MUC5B,ZNF737_transcriptomics,False,3.5353917124506136e-06
Colon,MUC5B,LINC01006_transcriptomics,False,3.6070702497198058e-06
Colon,MUC5B,RNF43_transcriptomics,False,3.665086212309125e-06
Colon,MUC5B,GSPT2_transcriptomics,False,3.699969862662475e-06
Colon,MUC5B,MYO15B_S1025__Q96JP2_phosphoproteomics,False,3.506873797912748e-08
Colon,MUC5B,FOXK2_S428__Q01167_phosphoproteomics,False,1.55314315342509e-07
